Campaign ID,Total Funds Raised,Number of Donors,Average Donation Size,Attendance Numbers,Funds Raised at Events,Participant Feedback,Marketing Spend,Cost per Acquisition,Return on Investment (ROI),Event Type,Event Date
0f358f28-f778-4cb2-a26e-93cc0b074366,84801.3,475,1637.62,916,42891.59,Neutral,635.54,20.51,8.74,Marathon,2022-05-01
e8ee70bb-0b27-43ba-9662-5302ffa0d2a5,18130.52,359,72.23,516,16927.29,Positive,1818.98,38.76,1.28,Gala,2020-06-18
bc3cc8f2-8d3e-474d-8261-7fd269e27e2b,1175.57,315,1828.11,932,1381.61,Positive,5778.09,32.92,8.43,Auction,2023-06-07
ed34746f-275b-42ed-8f9d-806ad4a1e665,81538.67,391,1393.03,102,8639.11,Negative,5863.77,67.69,6.72,Auction,2021-10-15
3f066504-d962-411a-a1ac-103f63738079,47226.38,442,330.56,165,11116.1,Positive,8147.69,49.99,8.55,Marathon,2023-08-02
98dd0d46-b639-44a5-8eae-39ef6a8a3414,82033.65,131,1337.45,906,46614.2,Negative,2725.16,41.61,1.77,Auction,2021-04-13
254dca20-858e-4cb4-b87e-5b735fcde47c,61841.97,323,1620.66,322,44525.17,Negative,7431.47,38.59,9.85,Gala,2022-04-25
52e21244-c0dd-4593-a0f3-1dce4e937b60,59647.21,244,902.73,844,19722.0,Neutral,3052.02,54.7,4.15,Auction,2024-05-08
f43b026e-67be-4dcb-9d6e-06cb32be8d23,29245.29,407,562.78,124,33864.42,Negative,5104.9,71.58,5.49,Marathon,2020-01-16
42b7f256-f0a0-408d-814b-e730a18a98e9,8436.26,329,1717.33,876,19188.56,Neutral,1110.85,24.62,1.73,Gala,2020-05-14
db30526a-7b54-4914-be19-bfe7cde12fd7,66787.72,369,961.44,936,23558.96,Neutral,803.81,13.67,2.93,Dinner,2021-03-20
bfc446f3-ecae-45ec-9046-df9538cb6fbe,42611.85,105,484.64,144,5660.35,Negative,5244.01,70.34,0.76,Gala,2024-06-15
b0ba9237-f7ef-4f25-ae50-00b9580d1d12,58203.48,252,1709.94,668,10849.69,Positive,9800.73,77.67,9.26,Marathon,2024-01-03
ff059bf0-0b03-473b-8bf9-529e6256108d,98249.14,154,327.48,251,5959.23,Positive,1935.9,34.77,5.54,Dinner,2021-11-20
751841e1-b4e5-42f2-a0ad-4178c5a6ad4d,12680.81,120,1753.73,608,38167.48,Positive,7911.14,66.97,4.0,Marathon,2020-08-21
9ec323c1-cbf9-4db2-ae98-f85700856e64,8430.12,308,1101.22,219,28008.71,Neutral,8905.16,62.36,6.51,Marathon,2022-12-11
47654a0b-061d-443b-8abc-6f867e47dee8,73492.79,364,349.25,91,42262.04,Negative,3372.42,96.31,6.75,Marathon,2020-01-13
7e4ea926-c486-4ca9-9694-ea9a03097e72,11679.56,189,1345.97,460,13262.24,Negative,6649.11,78.85,6.75,Dinner,2024-01-21
61fd7225-5c36-4af9-a8d9-12ea4a4c8a8c,10859.91,500,706.55,510,12466.51,Positive,9824.69,16.97,9.05,Marathon,2021-04-24
a17a760a-5f8f-437b-9898-a95d47abf10d,51576.06,131,1770.48,103,43584.84,Neutral,1703.6,32.76,6.41,Gala,2020-05-31
27429c86-892b-4ac7-a022-395029c2f7fb,40179.55,349,1812.82,634,10456.62,Negative,2312.21,78.97,1.42,Marathon,2023-06-13
79ea20a4-4ef3-4e4b-92c5-462de3f39dd4,6369.77,244,1306.76,359,3557.35,Neutral,8920.61,80.53,4.63,Marathon,2021-10-22
05f1bcc0-8fa8-45e9-b29e-0eba8b967887,85879.15,163,865.51,107,48428.05,Positive,5545.34,69.79,2.5,Gala,2022-01-13
d8f8da0e-16ce-448b-a866-2c945bde5e2f,89929.63,309,1417.32,454,23894.26,Positive,5649.89,20.37,0.7,Auction,2021-02-05
bf1d5bd7-087c-43eb-802a-00b7e6c521f0,72052.42,126,1281.77,888,46275.63,Neutral,3982.87,52.18,2.99,Dinner,2022-05-04
e120cade-0c14-4f38-9d6b-2abfeb150c4e,53204.47,246,72.44,199,643.61,Neutral,4207.94,23.13,8.21,Gala,2021-01-31
e81f357e-09bc-4c68-9011-7896dfca1870,19592.97,154,1442.75,981,34097.21,Neutral,6030.05,91.51,9.62,Auction,2023-11-24
fd3a3c56-d6c1-4b0d-b96e-adf8ce84e775,92035.22,380,299.6,699,32949.34,Negative,5783.44,29.29,8.13,Auction,2021-04-01
6fa20824-07b5-4e13-9b2f-eddeec404c5f,41120.03,362,207.87,219,15227.12,Positive,5152.87,19.38,7.26,Marathon,2020-08-10
a6ee7830-d7ce-44a8-9181-07fca347956a,89000.36,56,353.5,576,6226.6,Negative,4384.33,14.43,7.48,Marathon,2023-12-20
499354ba-25bc-473d-a5f9-b3ae6c91afe2,21167.95,165,509.26,216,14018.85,Positive,766.28,14.95,2.5,Dinner,2022-12-15
c1d5c381-8b13-4ada-9f3b-595d6801cefe,29736.67,355,551.05,954,18623.85,Positive,4231.76,21.46,2.4,Gala,2021-12-16
843c7c29-e12f-4c52-a567-443fce631795,97871.58,400,1314.62,310,12867.27,Negative,212.8,63.99,2.55,Dinner,2020-08-12
956742d5-8335-4990-b91c-1b05158027f5,99448.82,378,1723.96,852,13012.04,Neutral,9617.98,15.37,8.26,Auction,2021-03-22
51e4bf87-ba47-45ca-a264-7b54b13d89a5,57875.68,468,1049.21,84,22017.03,Positive,6893.37,53.19,4.26,Dinner,2023-03-25
e34b7f72-f96e-4803-9ff3-2e6f16ac0915,5370.13,149,640.17,454,18604.47,Negative,7404.17,52.31,3.88,Auction,2022-08-29
3bd7caae-e7d4-4735-a168-180d777126a5,29233.65,165,1717.58,821,39473.73,Negative,2129.59,79.54,5.66,Dinner,2020-07-13
ac25bd78-cf1a-436b-b14a-5490300c1928,78619.82,317,871.15,350,29283.15,Positive,1958.76,25.6,1.88,Auction,2020-12-14
7b695206-81a1-4d97-9448-8c9c747977de,17556.65,167,1844.89,502,23737.48,Positive,8404.98,66.32,6.98,Auction,2022-06-13
78e15885-6c29-4c92-a884-dcb64bbb4dfb,45700.63,406,922.65,143,12746.15,Positive,5264.82,93.23,6.94,Auction,2020-02-22
9f94ed7b-5324-42fa-9f27-eef467fa2b09,45160.56,484,1150.0,247,38400.14,Positive,765.42,33.93,0.74,Gala,2023-10-22
3de2c7ce-8ea9-4a53-9b40-4417eb6ecd50,47624.1,55,1713.94,846,30720.61,Positive,8929.39,6.52,5.42,Marathon,2021-08-27
38b7d27f-a55c-469f-9363-848b6a57e02a,68601.69,326,1327.2,241,39436.15,Neutral,3701.91,19.97,8.47,Gala,2023-01-21
505dfdd0-170d-4587-8f1d-2b53166bccbc,25612.52,410,785.15,314,12803.27,Neutral,7767.06,73.32,1.4,Dinner,2020-09-11
6f22440d-4bf8-4cde-8963-4979d76e9051,11562.03,54,1366.98,957,22137.09,Positive,4185.18,13.89,0.8,Marathon,2020-01-02
12ecff91-ad62-4074-843d-5f9681c6472f,98919.26,160,146.28,952,21956.55,Negative,9254.9,59.86,8.28,Dinner,2022-01-17
e1c59d04-3531-4611-a2f0-28f63173c846,30053.16,189,896.22,783,20314.1,Positive,1647.35,36.67,5.97,Marathon,2023-09-13
69c52b8c-0a79-49ae-8976-81865ee52b8d,24851.52,91,348.23,767,31269.85,Positive,8735.54,24.87,3.99,Dinner,2022-12-22
d1b74562-033b-40bf-9bfb-07e50456ce81,36974.14,186,1020.72,632,46112.13,Neutral,6832.16,5.84,6.39,Marathon,2022-09-04
fb2a3e0a-96e6-4200-9390-8c504c3d9d7a,87993.91,70,1752.11,874,5076.31,Negative,3242.69,10.82,7.61,Marathon,2021-06-08
bba5b372-0f6e-4057-bfbe-b43ff9312336,60341.33,456,623.09,826,35077.82,Positive,3937.06,95.45,5.96,Gala,2023-11-27
27828e64-321a-4faa-b17a-b77eb7f66d71,73608.46,421,719.41,87,40162.69,Negative,9757.86,63.35,6.37,Dinner,2023-09-12
69c6addb-3051-436a-8cd0-1fbfd806cdd4,71160.62,221,253.09,960,46208.2,Positive,4100.03,93.51,3.27,Gala,2021-10-04
8bedb4d5-f61a-4357-8c40-8d7e1f7b16bf,11050.05,140,778.98,951,17933.1,Positive,2959.39,11.32,5.17,Dinner,2024-05-07
cfbfad0d-197b-4cbd-9cc7-301b5edae013,37761.62,155,402.07,701,20843.33,Neutral,6839.33,79.83,8.42,Auction,2023-09-27
fa800c13-5854-497f-b1cf-dd49d5e453a2,80299.65,385,697.36,710,10106.64,Neutral,9083.86,92.06,6.98,Marathon,2021-02-06
ae5092a1-de3d-4041-a618-5fb638ff10dc,38294.32,184,424.01,191,13761.16,Negative,5075.62,27.31,3.57,Gala,2022-09-17
3851bf6b-d859-42ac-a081-4af58e38452e,26953.44,301,942.74,343,4964.34,Positive,3395.34,61.28,8.05,Auction,2021-03-08
3d59a726-f9d9-4166-ab7b-6a9b2a8332d5,84486.39,316,572.03,195,18087.68,Neutral,6322.01,89.64,8.37,Marathon,2023-05-09
4567823b-9c95-4b62-92d4-c63acb5ed0ce,62089.86,80,334.41,602,5607.25,Negative,9866.87,18.34,1.32,Dinner,2021-06-24
21512633-6023-428e-932b-44ea1dde0c09,25999.4,279,458.93,987,10175.93,Positive,2869.66,76.15,9.65,Auction,2021-03-21
8ec8bd6d-e8b8-418a-b9bc-63bbb80dffd2,91087.07,240,303.94,212,30559.86,Positive,5912.42,35.29,1.44,Marathon,2020-06-16
6a90096b-ef54-44e9-a391-01cb0128717c,15434.0,375,399.34,637,43953.9,Positive,8918.92,69.51,2.08,Dinner,2020-03-31
55caed2b-c3f6-4fd3-bc98-43a5ac473ba4,36621.09,137,1838.46,176,17009.48,Positive,2914.25,87.54,5.35,Gala,2021-08-15
7aea55bd-7498-4fea-bf33-a78b494f4e5b,10708.56,218,1136.62,184,12646.73,Positive,5472.08,75.64,4.99,Dinner,2020-12-10
6495c5b2-e7ac-4f37-840f-3bb4c6cf5afd,96099.79,88,775.89,44,32388.79,Neutral,5224.86,25.75,8.81,Auction,2022-07-29
1209abe5-8c69-4ff6-9538-0fd65b9f5d1e,8398.06,291,504.12,51,17941.05,Neutral,8697.14,74.49,1.94,Gala,2024-04-28
75d85d42-db16-4ae6-8ab4-0c0585fac29b,46776.34,259,290.65,719,28665.15,Negative,7759.51,22.29,7.19,Marathon,2021-07-22
b24751fb-159a-4c33-b3e9-be19d496ec5b,75907.46,192,1859.96,306,12260.17,Neutral,5214.32,26.8,1.04,Gala,2021-12-31
7d3e3fcc-6388-4127-9940-e9c43c271426,1133.35,85,1157.6,37,45345.75,Negative,536.54,12.09,5.45,Marathon,2024-02-01
303ba90e-e5e5-4518-a8f5-1433f04892ac,64399.33,319,1231.27,913,34669.01,Positive,7642.63,61.77,9.86,Gala,2021-06-24
6389c04c-e127-40a4-97f4-9608628a6ac7,11252.0,274,167.77,442,938.15,Positive,1776.92,6.22,4.83,Marathon,2022-05-19
df04db66-1b9c-4fa9-bd73-b20b077be15e,83926.3,70,66.75,597,10903.75,Neutral,8250.4,85.26,1.68,Dinner,2024-04-10
cd9dc806-5953-4c28-bbe0-0893d2147cff,71278.46,230,1420.98,262,4248.94,Positive,2489.86,81.37,3.4,Marathon,2021-01-30
7ccb98eb-4d41-4152-81a2-56f1cb99c314,22494.55,362,92.6,747,33389.12,Neutral,6210.38,58.52,7.93,Auction,2023-10-22
a9d56337-86a3-4558-afe8-3f9f791e54df,19642.65,448,1877.61,188,20349.94,Neutral,2713.98,81.5,9.69,Auction,2024-05-12
8abd97a4-df77-47f5-8e27-45f7cbb4590d,52350.03,444,1784.32,556,35866.39,Positive,8008.11,45.77,3.13,Dinner,2021-11-24
11b012f7-386b-474d-a13d-fb082e74dd00,17230.93,121,167.53,892,32389.79,Neutral,7773.4,97.56,7.75,Auction,2023-12-21
063059a2-684b-428f-987c-1b239c97e1d1,52770.74,249,921.96,226,26943.23,Negative,9135.5,88.33,8.89,Dinner,2020-09-29
205c31ff-a12e-4e09-a682-8d028708a7c0,66633.26,401,321.57,104,17128.66,Negative,6106.76,27.08,6.6,Gala,2020-09-29
d5a600d5-ed5e-401a-97c3-79d8099095cc,40061.55,50,1759.72,86,1828.42,Positive,1915.98,66.4,7.69,Auction,2021-10-18
766e392f-b0fa-448a-9c8c-8cfefef1b98d,65385.48,184,23.88,362,49960.35,Neutral,9907.32,19.18,9.86,Auction,2022-11-16
ad3908e8-c18a-4e85-9280-9e4827c76c8b,77270.74,418,120.22,793,15140.09,Negative,1961.67,83.68,2.13,Dinner,2023-07-26
4870a54a-ad38-466f-b8f1-d9c08fc5d24a,10451.63,258,144.75,593,31523.4,Positive,3737.8,63.01,1.36,Marathon,2023-05-14
d57addec-a4cc-44be-9128-22609fc80320,98922.28,366,353.49,606,24422.0,Neutral,7834.07,95.3,2.34,Gala,2021-01-21
812cce19-c910-48fa-885d-9ff0589b379b,49796.61,103,226.58,939,4272.74,Positive,7683.0,15.55,3.28,Marathon,2021-04-12
3d794d96-0919-4cd6-b500-e5317a872d53,37374.57,179,1724.68,727,24463.24,Negative,743.96,55.56,1.53,Auction,2021-07-28
85db2ea7-3762-496c-bcd2-3e6163d1e478,59905.88,224,1576.78,649,47634.95,Neutral,9831.89,86.57,8.38,Dinner,2020-07-29
ad2d1b6e-ae7a-4051-8f95-eca2f9971a27,99835.49,272,1939.12,776,19803.06,Negative,5170.64,18.83,7.04,Marathon,2023-06-01
22238392-501b-4add-a3e2-38f6a5f54ba1,55011.83,354,352.95,413,28794.03,Neutral,4856.31,88.33,3.1,Gala,2022-09-13
0b077d3c-271e-4512-a004-11b7c009a8ed,57043.78,123,903.04,187,31681.23,Negative,450.37,86.3,0.13,Marathon,2023-09-29
78ba9b00-e6bc-4fdb-aa1d-6dfcfbe543c2,35246.06,152,1403.28,356,37837.56,Neutral,904.5,37.07,9.08,Auction,2024-06-17
1f2aeba1-67b7-4751-8174-26fef83e201a,72060.23,440,1617.51,189,34366.14,Neutral,9041.64,62.82,9.28,Gala,2022-08-12
d36a9229-3b6a-45a4-bfe4-3a808c4746a3,71316.27,153,955.65,222,46866.86,Neutral,4251.73,77.42,7.38,Gala,2024-05-29
3a389457-9eff-4c5c-9fbe-c0958ca296e0,77292.53,333,1343.1,373,26946.72,Negative,6508.42,19.71,0.64,Gala,2023-05-16
1520d0a4-13d5-418d-8384-59a1b08020aa,73547.53,258,1121.26,138,34111.03,Negative,2657.43,15.59,1.53,Auction,2021-12-31
b0e94b16-7db8-485c-9525-0f0de3ed85c7,81667.93,293,710.45,360,10983.28,Negative,3101.09,80.46,4.84,Marathon,2023-12-20
e1e29976-a457-4ccc-ac78-2228f199cd7a,58227.98,354,1997.1,143,4145.89,Positive,1754.77,45.66,2.94,Auction,2023-06-21
2a6cef97-558c-4a29-84c5-9e8602c5f501,94944.55,444,1574.97,934,27082.13,Positive,7266.67,60.04,4.36,Auction,2022-02-09
adfbb4ad-51c5-46ff-ac91-2836e35b1366,75952.91,432,972.03,740,42049.65,Positive,1867.25,25.83,5.3,Dinner,2020-06-27
3e3b16b1-5480-4ec0-aa32-53a674a28700,48080.61,216,78.71,777,32600.62,Positive,373.23,18.65,8.72,Dinner,2024-02-21
4d4643ca-d5d0-458a-b171-012c0baa99e4,39261.49,155,1012.78,243,34689.51,Positive,9619.82,79.13,1.88,Auction,2024-03-31
907007ce-72d7-46de-bc2c-6c12925951af,1496.21,459,1221.44,881,31680.37,Negative,7912.13,42.98,8.01,Dinner,2023-01-12
868b426d-50e9-4815-8057-a928a4409bba,74718.4,376,1196.83,682,33540.06,Negative,2052.98,62.09,1.94,Gala,2020-01-04
28c5c85c-9b16-4646-bd28-8a5ce38e3dd9,22823.54,339,624.48,397,24755.73,Negative,6959.89,42.29,9.07,Dinner,2020-11-09
a3fc2aba-2ade-4cc8-9f0b-2553f7e410bc,42542.09,166,1869.18,577,43967.71,Negative,7226.04,78.08,0.84,Dinner,2023-08-18
d12669f1-a6db-4f67-ae2d-b1867fd7e772,31011.25,85,816.85,226,21924.35,Positive,5868.51,79.01,7.8,Marathon,2020-05-02
858ed311-2c2c-4d6a-8df8-72fbc8825588,48609.25,454,995.57,840,11658.21,Neutral,7691.66,98.82,4.64,Gala,2021-12-04
c1b31b7a-2f79-4caa-8739-a1105ec07097,44984.8,140,196.94,661,1452.94,Positive,2546.31,43.01,7.67,Auction,2022-01-06
e56bb7d1-7291-46e7-883a-8753e30fcd70,26469.22,213,717.88,228,14395.75,Neutral,5965.83,62.92,4.24,Gala,2021-04-20
6f928b6b-8f7e-4310-a30d-423a870e51ce,31569.69,310,1622.3,43,18353.74,Positive,7439.25,90.51,2.71,Auction,2021-08-06
9bc3aa2f-e31a-4357-9b7b-26b99da50e20,57973.38,481,142.67,652,36876.93,Neutral,7127.7,23.88,1.98,Marathon,2020-03-03
cf8390a6-cea3-4f04-a402-5ac41521d502,54069.27,338,1969.88,99,36704.74,Positive,2575.47,35.94,2.69,Dinner,2020-10-18
e2636642-7c7b-4996-b9a9-9ee5615facdc,78856.21,404,1541.04,396,20294.58,Positive,2235.15,56.35,7.68,Auction,2021-08-19
2d50e493-1604-494a-b53a-88d9df9b8bbe,37843.04,67,1742.01,358,37606.16,Positive,2709.36,27.56,2.53,Auction,2024-02-22
84408429-4d06-4b4d-81c8-11abd55640f2,20907.64,467,1852.57,711,36355.14,Positive,6696.99,56.05,6.38,Dinner,2020-12-26
39ef7eb8-2e37-403e-beef-c5d7e030e3d9,65035.56,200,1131.35,42,1219.84,Neutral,4509.58,55.92,3.96,Dinner,2022-03-25
81ac448c-3214-4885-88fe-f96736ce3ae9,85726.06,436,1660.06,486,34461.23,Neutral,873.28,99.17,9.08,Dinner,2021-07-06
f3f525de-bb2b-4f8d-bd19-10ef85d3c6fd,99622.5,238,1743.58,682,22435.37,Neutral,5817.36,70.75,5.56,Marathon,2023-09-27
d603d911-cd5e-4125-878b-82ad24c53b2e,42678.81,416,85.07,966,32522.41,Neutral,6839.28,69.61,9.34,Gala,2023-11-30
ed237ad0-464f-47a6-83b1-a35225f4807f,32385.86,341,603.58,699,19907.3,Positive,2491.65,17.64,3.15,Marathon,2023-12-31
a78f01c3-0eb2-4634-8fd0-0bdd33df4c30,85227.93,488,272.99,650,26825.96,Neutral,7130.36,71.4,1.07,Auction,2023-05-03
4bbae718-c71d-4a2a-a1d8-c359b99076f4,59418.04,78,1995.52,109,15759.44,Positive,4819.85,21.96,9.36,Dinner,2020-11-12
3d1c4484-8c4b-4591-aaf7-2e3669016a15,24890.6,244,729.71,109,33283.93,Negative,7239.34,43.74,9.5,Dinner,2023-03-04
8402a119-9bd8-4ad3-90ba-c944f6df68be,58200.34,396,1306.6,275,6743.24,Negative,2242.23,51.42,5.12,Dinner,2023-05-16
ad6e58ba-b529-44df-9dd2-35393b844a11,72506.91,108,1980.96,723,27163.08,Neutral,2393.64,81.84,4.94,Auction,2022-12-27
84240384-ad5d-4821-95f5-ed354cde3598,45463.61,239,168.77,46,33429.84,Positive,6320.04,79.78,7.37,Gala,2021-06-05
10402991-91f1-4dfc-8205-e29b33c646ac,64432.13,481,446.46,57,48193.31,Neutral,6898.34,38.3,2.2,Gala,2023-10-26
8abaa303-fd53-42fa-8663-ae8ba0f0a27b,54456.21,276,1104.82,173,23804.63,Negative,7083.18,30.98,2.14,Gala,2022-12-15
8f6ce2d6-ba9b-4544-bf97-d78a04a76739,4305.97,203,542.51,336,27924.22,Negative,6482.13,99.14,7.42,Marathon,2022-12-23
ce4fbe2d-8399-48bd-b29d-e6b6bac5eb86,48871.58,418,1840.95,121,35158.56,Positive,3560.35,97.87,9.88,Marathon,2023-06-09
fb78843c-f4d9-4121-aae6-31751ae85fc3,34809.71,467,215.04,375,3766.96,Negative,3629.24,30.15,1.9,Dinner,2021-01-10
d27e629c-2027-4981-96a2-d7727795fd01,34371.49,124,1085.33,135,42428.21,Positive,4488.78,89.74,4.45,Dinner,2023-04-06
3395fae1-a479-4bcc-af42-f918bb92c58f,6934.21,98,846.81,630,26115.74,Neutral,3926.72,84.16,5.48,Dinner,2022-03-19
d22359d4-79dd-4479-b0d3-599ed120499b,95949.46,384,1614.22,734,16198.5,Neutral,1130.46,8.08,2.17,Auction,2022-10-08
456387e1-2e14-4344-856c-dba195ff9a06,3231.23,297,1369.98,440,2369.71,Neutral,5133.69,62.03,8.95,Auction,2023-06-01
10f83c9b-fe4d-4dc3-a6b1-daf6ef9bd52b,70927.23,375,1594.48,176,13102.55,Neutral,3808.03,26.05,6.93,Gala,2023-04-17
ce632896-65f4-42ee-aeda-a6b9a87dacb9,70605.08,246,1503.92,557,11471.41,Neutral,4149.83,63.5,5.53,Gala,2020-08-27
55111805-d001-4c57-a717-8a9b4101011a,49622.46,375,461.88,203,47376.03,Negative,5416.53,8.25,6.56,Marathon,2023-09-15
771c8991-0b18-4c85-a730-a04c6d62a112,57828.39,338,712.85,21,6172.07,Neutral,8969.34,86.58,9.63,Dinner,2021-06-08
750a9ac5-9735-4e18-81c6-dd17dfec28f3,7768.36,246,438.66,707,12362.78,Neutral,7111.35,62.71,2.48,Auction,2024-04-22
30e4a92b-86e6-4e25-8382-6f1eb0f26c56,39039.23,139,188.29,748,43738.54,Negative,1854.4,18.13,5.35,Auction,2020-11-11
d2755e5a-418e-4874-a15e-e3400822d944,60155.95,473,1449.13,196,20593.16,Neutral,7544.68,71.65,9.91,Auction,2023-08-09
ac3bb230-32cb-43c2-b5fd-6a113b9571ce,28918.5,122,1443.98,92,32108.95,Negative,7496.18,37.87,8.57,Dinner,2024-03-10
b62f4d6e-f241-4e81-acb3-9618b9ed2376,54045.14,83,1244.15,647,9716.71,Positive,2094.8,27.38,4.1,Auction,2023-10-24
68d341de-cc89-4fdd-b93b-866953c9998b,31919.35,317,709.36,86,44721.64,Neutral,2594.98,19.24,8.73,Dinner,2020-09-01
5a3378a9-d1e2-48a2-8008-24fd0e8cacdf,53731.3,155,792.89,294,38909.81,Neutral,5906.42,80.85,3.11,Auction,2023-05-10
5ad9c004-9533-402d-aeaa-921edc32ae29,85718.15,474,1808.87,21,651.78,Positive,3425.46,37.87,2.54,Dinner,2023-12-22
47b95c19-2ef6-4c60-90cf-0d828e7e9bda,99344.87,167,1041.44,948,6605.48,Negative,8278.58,55.39,0.33,Dinner,2022-01-22
ba16b14a-4960-40d5-90ad-e61362cf6944,14644.15,497,1401.1,308,46826.26,Negative,7644.46,36.81,8.58,Auction,2020-02-07
d6c653cc-cb13-41a6-87af-772b1fbdd002,67634.62,321,1781.7,792,35970.47,Positive,742.62,21.48,4.59,Auction,2024-02-06
2e3fcfa6-a6e0-4051-86da-af3f5e6743c0,10658.08,76,1492.0,108,5067.26,Neutral,4094.1,17.41,4.02,Auction,2020-04-01
a79fe58c-1d5e-4da3-9f7c-fb0cfbc6751a,90977.99,305,1352.54,552,4290.86,Negative,573.61,16.09,4.47,Dinner,2023-11-26
c701eaaf-9771-4f13-b3b4-ed4dc136d7f8,25618.05,472,122.66,161,6594.13,Positive,8102.1,89.04,2.39,Dinner,2020-01-14
90718b79-390a-49e6-bcd9-b037dfcc82c3,81224.25,376,772.28,876,35096.26,Neutral,3498.22,34.65,1.86,Marathon,2021-05-27
0129c2e9-b768-4d16-a535-38dba24ec852,37320.91,189,1127.5,417,21269.58,Negative,1231.84,70.03,1.44,Gala,2024-05-01
bb59b318-caf5-4715-a1c7-d600dfced1c3,67135.99,121,440.58,130,29073.41,Neutral,1071.76,58.16,1.65,Auction,2022-03-09
799f8380-2679-40a8-8478-1bced6ef6b5c,41311.2,100,1951.42,664,15326.62,Positive,2309.05,43.14,4.34,Auction,2021-11-08
f9b706fb-3545-4374-9487-c75e921bf6d3,73988.89,164,113.86,511,25133.7,Neutral,5703.92,26.52,3.45,Auction,2022-02-17
147272a4-ea27-4303-a51b-8f3985e3e2e7,29652.73,225,1636.63,104,18817.25,Negative,1852.31,75.95,1.51,Auction,2023-05-25
cd3c0cae-e724-4b6d-be07-f5c6ca116fda,91372.88,192,109.64,974,40881.92,Negative,7885.86,58.5,9.05,Gala,2023-07-07
1ac446ba-a82a-44d6-ba48-1a44c4635d65,8150.82,231,1818.31,367,49111.2,Positive,7165.77,62.33,8.4,Dinner,2021-06-02
d9354ba8-da36-49b1-ac69-3307d33290a2,53019.21,156,782.05,669,31218.31,Neutral,155.8,44.09,7.02,Dinner,2020-10-01
d9d3a553-b5e2-4ebe-b99c-eb6498a85a5e,12034.89,429,570.05,107,3383.48,Negative,5837.01,45.24,1.31,Marathon,2021-05-30
d3c50b53-6286-482a-9c7a-e26dc0fb3d73,21343.04,166,780.95,388,40648.72,Negative,5393.29,37.53,0.21,Auction,2021-02-24
c5944341-a03c-4ea4-ae8d-668c3bfbe858,5011.71,496,1760.75,526,9495.93,Neutral,694.97,63.83,0.71,Dinner,2022-07-13
a0c289fb-bc05-4f10-8294-a40f2791a980,68882.99,300,183.92,116,3155.16,Negative,2685.56,62.8,8.38,Marathon,2020-03-18
d1b5fcec-d82a-4284-9d7d-247aeb3aa9bc,94333.65,188,1515.11,544,49232.3,Positive,4355.86,95.83,0.39,Gala,2021-12-21
778ccda5-8d28-44d9-9610-32fac8d7bbcd,5690.43,245,1369.19,775,21310.12,Positive,6391.18,95.08,8.48,Dinner,2024-01-19
7db039bc-03aa-48bd-b4e6-e7a8fb713061,27662.07,193,1652.08,64,33132.02,Negative,2535.37,83.12,1.92,Auction,2021-09-21
8bda18cc-6503-4540-9b53-d7797bb1460a,36593.11,341,853.41,227,31281.61,Negative,1974.55,27.22,8.7,Gala,2021-11-26
c2d9d9ed-bea5-4e16-8bfb-a093c66a91b5,85073.14,60,1988.51,155,12759.28,Neutral,6573.04,81.02,0.98,Auction,2022-11-24
ec9a73ab-a50b-405b-848a-abb99b9c41ea,68165.21,199,634.37,193,25728.63,Neutral,7399.58,77.37,8.13,Marathon,2023-10-07
be08a45e-f1da-4fe6-a7fe-4c888cc2e303,52927.77,263,340.8,416,38153.53,Neutral,7577.94,32.88,8.6,Dinner,2021-03-26
26d7078f-f404-484b-aab0-5d564e3a8cf1,24647.01,264,1224.28,959,19256.72,Positive,3318.18,86.93,8.64,Dinner,2020-08-15
4ef61fa7-28df-493e-a2d7-2af7b123109c,12577.15,90,1353.3,638,7163.85,Positive,8929.19,45.97,6.41,Marathon,2021-09-23
513ad291-43d0-4607-b1c7-de4c9c1ef0e4,32531.4,94,1988.98,658,15546.86,Positive,4807.13,97.57,5.15,Auction,2020-10-20
d451952b-e9b6-4453-8ed1-06ba5cfe30cf,52513.44,105,1227.54,663,39128.46,Negative,6354.69,14.53,2.12,Auction,2023-10-26
37469064-75ff-43c8-ab91-f1f4e095f10b,19271.29,496,1144.98,949,6126.37,Neutral,6436.67,24.65,6.29,Auction,2024-01-08
3aee17c7-a8f8-45d0-9c51-a52c47dd1d97,84465.06,443,1015.48,43,7697.63,Positive,3250.63,96.29,8.76,Gala,2021-05-17
dd35f9c1-398e-4ba8-ad68-b823f14735c4,58419.95,84,880.81,339,41632.13,Negative,9912.34,19.44,7.62,Gala,2021-10-05
410cf6bb-8640-480b-8efd-1cc499a43cb1,69240.08,297,1951.47,64,45964.55,Positive,1628.21,84.44,8.06,Marathon,2021-05-28
1c0eab8f-b2ff-44a2-a1b4-4f3b7abc9e2b,44200.75,259,958.64,256,30246.81,Neutral,4965.93,64.42,3.63,Dinner,2022-10-07
22a70893-1b3d-41ce-9402-94689e153395,53981.23,194,1546.97,186,40358.77,Positive,6365.1,12.73,6.9,Auction,2020-02-29
5e9d0ffd-62b7-4883-b744-1e2e193d4c9f,20075.47,433,101.7,132,39180.63,Negative,6141.54,59.83,1.46,Auction,2023-11-29
9e217f32-13a2-4809-a040-99d303019e54,95233.73,289,1823.83,58,45924.91,Positive,4824.49,79.43,3.33,Marathon,2021-07-11
