Donor ID,Age,Gender,Location,Income Level,Donation Amounts,Frequency,Date of Donations,Donation Channels,Donor Segmentation,Event Type
47e6d950-9129-4dca-b756-33abfc51293e,29,Male,East Christopher,Low,294.53,Monthly,2022-01-27,Mail,Major donor,Marathon
88a25010-5c62-4dcb-98b9-640e93b0261c,45,Non-binary,New Nataliestad,Medium,31.98,Quarterly,2023-08-10,Events,Major donor,Gala
64b14c5e-8d31-40ac-85d8-9c7deacc3e41,54,Female,Thompsonberg,Medium,200.25,Quarterly,2021-09-05,Online,Major donor,Gala
cbed165a-beb3-458b-b0b2-f2029456340d,29,Male,Carlamouth,Medium,526.18,Monthly,2021-10-25,Mail,Repeat donor,Marathon
8bda8083-ec10-49a7-a927-c567877100a7,80,Male,Buckleyburgh,Low,21.46,Monthly,2024-05-14,Mail,First-time donor,Gala
3449c76c-48c0-4697-bd7f-fa7b5d53c533,31,Male,East Robertbury,High,566.15,Annually,2023-07-19,Online,First-time donor,Gala
fe99bf57-c128-4360-9869-2edb70da71a1,62,Non-binary,Phillipsmouth,Medium,863.33,Annually,2021-04-04,Online,Repeat donor,Dinner
bfda5d3e-80c4-42f9-90a4-719890ac7429,27,Non-binary,Howardchester,High,142.67,Monthly,2022-08-14,Online,Repeat donor,Dinner
97597ce4-8ddd-4479-8692-56cfb2ce6982,34,Non-binary,Smithfurt,Medium,235.37,Monthly,2023-01-23,Online,Repeat donor,Auction
c913da3d-e489-4e6f-abe2-46bd6145b53e,42,Female,East Jennifer,High,92.14,Monthly,2022-11-07,Online,Major donor,Gala
7734959f-a1f7-4fe3-978b-8da0e36dac70,36,Non-binary,South Walterfort,High,512.8,Monthly,2023-06-10,Online,First-time donor,Auction
20738d41-0b01-4c3e-86be-4a9823367bd7,26,Female,Rebeccabury,Medium,379.44,Quarterly,2022-11-03,Online,Repeat donor,Marathon
1af177d5-fe00-4a16-bf74-7886465bea26,59,Male,Nathanielberg,Medium,214.28,Monthly,2022-07-08,Events,Major donor,Dinner
68f38d62-71b1-41ac-8f3d-aabed728953a,68,Non-binary,New Sarahbury,High,385.38,Quarterly,2022-03-20,Mail,First-time donor,Dinner
1c72f065-1044-488e-90d6-0ea455ef3e4b,44,Female,Strongville,Low,635.6,Quarterly,2021-12-20,Events,Repeat donor,Gala
15d49e74-17ca-4398-9084-7635e2187886,47,Non-binary,Kirbyland,Medium,698.5,Quarterly,2021-07-05,Events,Major donor,Gala
db482db6-a4a5-4f5c-a382-bade1db99b92,33,Male,Smithside,Medium,944.68,Annually,2023-10-14,Events,Major donor,Dinner
39499d60-0048-445d-ba52-690b3d95dc00,76,Non-binary,Kirstenmouth,High,478.71,Monthly,2020-05-29,Mail,First-time donor,Gala
010a728f-2af6-45da-9b00-d37b075041d6,76,Non-binary,Lake William,High,508.78,Annually,2023-05-09,Online,Major donor,Dinner
6fbe362a-820b-457d-b1b2-bdc18171a191,29,Female,Hollyville,Medium,832.18,Quarterly,2022-01-31,Events,Major donor,Dinner
5f5fec9d-f962-4081-b31d-2baaf1059c25,67,Male,South Laurachester,Medium,383.56,Annually,2023-08-17,Online,Repeat donor,Dinner
2a043ad9-9e9d-44a5-bd62-f6b7be898a36,49,Female,West Rebeccaport,Medium,790.52,Monthly,2020-10-04,Mail,Repeat donor,Gala
1abb8816-b402-478d-be6a-9217ee7b67c6,74,Female,Michaelburgh,Low,149.16,Monthly,2021-08-02,Mail,Major donor,Marathon
4eca8cc3-c80e-442c-9521-cc046aea5808,21,Female,Hostad,Low,143.21,Quarterly,2022-05-22,Mail,Major donor,Marathon
3280b6e4-dbd2-421c-8ee0-9c3ec184d839,80,Female,Warrenhaven,High,708.02,Annually,2022-07-30,Online,First-time donor,Dinner
a9d4e00f-6726-4685-bd72-8d8c288e4cda,61,Female,Lake Tammyview,Medium,511.29,Monthly,2023-11-23,Online,Repeat donor,Dinner
7e624f83-9d62-45b2-bb89-7766b7aee281,80,Non-binary,West Amytown,Low,643.87,Annually,2023-04-04,Mail,First-time donor,Auction
76adfe2b-fe3a-49e5-b032-fa7b632bb2d8,51,Female,Port Randy,Low,69.2,Quarterly,2020-01-05,Online,Major donor,Dinner
6b38673a-57d3-490a-bc13-af7dfea0ffd0,61,Male,Washingtonmouth,Low,929.84,Quarterly,2021-02-22,Events,First-time donor,Marathon
de0cc4da-6432-43ac-8d0e-b2dcb7046cd0,49,Male,North Saratown,Low,687.86,Monthly,2021-04-23,Mail,Major donor,Dinner
e51daa24-cb6f-4fa1-8bf9-e615e9639a4d,37,Non-binary,Kimberlystad,Medium,182.82,Annually,2022-10-04,Online,Repeat donor,Marathon
e61b5b73-97d7-4c27-9954-1d285d186b7c,23,Non-binary,North Jonathan,Medium,675.83,Quarterly,2024-03-20,Online,Major donor,Dinner
fa869904-98af-4664-aa9a-6abbd5499651,38,Male,Jacksontown,Medium,440.23,Annually,2020-05-18,Events,Repeat donor,Gala
53e10438-3cd6-4970-993d-8b5bef1d0f91,66,Female,Kimberlyhaven,High,899.77,Quarterly,2020-11-16,Mail,Major donor,Auction
96de49d0-71af-4d51-8cc2-b5abb74ad562,43,Male,Sarahtown,Medium,815.92,Quarterly,2023-02-04,Events,First-time donor,Marathon
4d668e09-9a50-41b7-a8c9-f7567a7ed49e,30,Non-binary,New Richard,Low,12.01,Quarterly,2021-08-10,Online,First-time donor,Auction
023dcda2-5ae3-4d48-8138-28b6a409e00c,36,Male,Jacksonfort,Medium,971.2,Annually,2021-03-04,Mail,First-time donor,Auction
c831b1d6-842a-4925-a86e-6df80abb7327,49,Male,Port Dawn,Medium,939.01,Monthly,2022-01-01,Online,First-time donor,Gala
d9fac515-2a47-4a30-a91e-c9fd1db59c40,57,Female,Jaredton,Low,828.45,Quarterly,2022-11-10,Mail,Major donor,Dinner
e797c4aa-7721-4a7f-852c-e2c636a2c6f6,73,Non-binary,East Jose,High,787.66,Monthly,2021-07-06,Mail,Repeat donor,Dinner
20bb04d5-3a80-4c09-8a76-0e55204f2978,54,Male,North Melissachester,Medium,202.24,Annually,2022-12-31,Events,Major donor,Dinner
418a7f6a-03f1-49c5-aa1e-582d384407c4,63,Female,Benjaminport,High,90.62,Monthly,2022-11-23,Online,First-time donor,Dinner
c030fa84-ca82-42a6-91f3-96814965d759,24,Male,Beverlyville,Low,596.49,Quarterly,2021-06-13,Events,First-time donor,Gala
73b3028f-b8e4-4a5d-90b0-6d8ad03fcd02,71,Non-binary,Port Emilyborough,High,503.58,Monthly,2024-02-09,Mail,Repeat donor,Dinner
bdb9a853-287c-4df9-98aa-f3ce57e291de,43,Male,New Sheilaville,Medium,276.8,Quarterly,2021-03-11,Mail,Repeat donor,Gala
af66d15d-6c0a-4205-a961-b920e09f7514,24,Non-binary,New Jessicaborough,High,595.87,Quarterly,2020-07-09,Events,Repeat donor,Marathon
8f06f274-4e1a-4e7f-9a7a-bcdf4cc6a7d3,55,Non-binary,Port Zachary,Low,90.87,Annually,2022-02-18,Mail,Repeat donor,Auction
45b8fc18-29a4-4509-b7d4-9dcd19b82350,54,Male,Chloeton,Medium,17.2,Monthly,2022-10-25,Online,Major donor,Dinner
81aa9d33-5509-4b83-be16-9506ead6828e,70,Male,Christymouth,Low,135.26,Monthly,2020-02-26,Events,Repeat donor,Dinner
fda7e44e-7a22-4720-af94-8f520d8dbf32,53,Female,Huertaville,Low,764.72,Quarterly,2021-03-19,Online,First-time donor,Dinner
e66e39fc-72b0-47f5-84e9-18aebd6bce68,53,Female,East Williamberg,Low,395.2,Annually,2023-06-05,Online,Major donor,Dinner
21b0d8ad-abf4-4127-a169-e3b1d39e1373,39,Female,Port William,High,807.8,Annually,2022-10-13,Online,Repeat donor,Auction
5a402898-099f-4009-8559-259d29c10f0b,64,Female,Buchananbury,High,662.21,Quarterly,2024-05-01,Events,First-time donor,Auction
d23e24cd-4d0a-4422-9d90-f1e5290cbf61,74,Non-binary,South Chaseview,Low,290.69,Annually,2023-08-16,Mail,First-time donor,Dinner
dcceac8f-5db6-4848-a29f-7f933eb98f60,74,Non-binary,Angelicaport,Medium,693.36,Monthly,2023-04-09,Mail,First-time donor,Marathon
03f402f2-38d3-4fce-b5b9-c51f46f95a56,22,Female,Wellsview,Low,73.56,Monthly,2024-04-25,Online,Repeat donor,Dinner
e96da7b5-b245-46c9-8577-30f9778a04f8,37,Male,Brewerfort,High,901.1,Annually,2023-03-21,Events,Major donor,Dinner
3d3c3ff4-a73a-437d-8171-bd7d7319703a,56,Non-binary,Port Alexaville,Medium,953.46,Quarterly,2020-11-05,Mail,Major donor,Gala
745c1412-48f3-49bd-bc20-0702aef3349f,59,Non-binary,Lake Matthew,Low,856.61,Annually,2024-03-27,Events,Major donor,Auction
3184d382-1625-4473-bc51-86f110b037fa,26,Female,Villabury,Medium,616.75,Quarterly,2023-04-01,Online,First-time donor,Marathon
4d1d278c-9173-4eb6-a2ff-e111413ad8f5,19,Non-binary,Cookhaven,High,967.53,Quarterly,2020-04-23,Online,First-time donor,Dinner
358e0f04-0d07-42dc-a969-af9519207335,21,Female,Porterberg,Low,896.56,Quarterly,2020-07-02,Mail,Major donor,Gala
bcf3b242-5dd7-4c98-aa87-6373d594f100,49,Female,West Sabrinaburgh,High,30.44,Monthly,2022-03-25,Events,First-time donor,Gala
8d4651a9-c702-4e19-a3c8-d0fe0ce0eeab,55,Female,Benjaminfurt,Low,539.69,Quarterly,2023-11-25,Events,First-time donor,Auction
3d610054-1fac-4a14-be49-f9c61aca5c62,33,Male,Port Trevor,Low,544.79,Quarterly,2023-09-24,Online,Major donor,Marathon
bba035fa-0b7c-42c3-8296-41f138770e30,20,Male,Derekhaven,High,735.35,Monthly,2021-07-21,Mail,First-time donor,Marathon
0a8c4e3c-6cb6-4189-aad1-3a8f56966e24,24,Female,Mortonmouth,Low,133.91,Quarterly,2023-01-13,Mail,First-time donor,Gala
288e3816-6ae8-4d8b-a70a-600cbbcb5c24,74,Non-binary,Eileenton,High,771.33,Monthly,2021-04-14,Online,Repeat donor,Dinner
5fa5980c-3f41-4b07-ab9c-9ef995da89e1,23,Male,North Susan,Low,35.94,Monthly,2020-07-08,Events,Major donor,Auction
18e55c4d-a60b-4f13-a70b-9aa3a5ff245f,74,Non-binary,Hudsonstad,High,740.18,Monthly,2023-07-10,Online,Major donor,Gala
5f046660-a72e-4c7c-be9f-f8b6e5d28b49,29,Female,West Ashley,Low,55.4,Annually,2020-03-08,Online,First-time donor,Dinner
1d36e4a7-4fbe-4675-b664-e685fa28bd99,79,Female,New Tamistad,Low,45.84,Monthly,2022-12-20,Events,Repeat donor,Marathon
54e80c82-0ec3-4580-a9ae-d9b996673d4a,24,Non-binary,Ellisburgh,Medium,755.92,Annually,2020-07-08,Online,Major donor,Auction
4d323a2e-5e85-4940-95c5-f529483c95fa,43,Non-binary,North Nicolefort,Medium,859.51,Annually,2020-01-21,Online,First-time donor,Auction
37fc4198-32a2-41d8-93a6-c7b3a625223f,22,Male,Smithtown,Low,266.79,Monthly,2023-02-11,Mail,Major donor,Auction
b27a7fe5-16ac-40f3-a903-5b117bcd5a80,53,Non-binary,North Bryan,High,619.67,Monthly,2024-03-20,Events,Major donor,Auction
e079a244-a4f7-46d0-809b-6abeb275fb5b,60,Female,Cynthiaport,Low,796.78,Quarterly,2023-06-02,Online,First-time donor,Dinner
0e327a27-bfc8-4f8f-97e7-a4338cf5db2b,30,Non-binary,East Derrickside,High,42.29,Quarterly,2021-09-05,Events,Major donor,Dinner
48c33ebd-fc2f-4d44-b93c-a8232674f072,65,Male,West Amanda,Medium,112.21,Quarterly,2023-05-06,Online,First-time donor,Gala
2b979dae-5005-423f-8923-287ad9139357,71,Female,Flemingshire,Low,644.05,Quarterly,2022-03-20,Online,First-time donor,Dinner
20728483-83c2-4d4c-ba59-013bbfbcabdc,56,Female,Stephensstad,Medium,168.19,Annually,2020-01-18,Online,First-time donor,Auction
58ab2bc2-32e0-4cd9-9b40-bff31ec1ead6,43,Male,North Lori,Medium,531.94,Quarterly,2020-04-05,Events,Major donor,Auction
c1ce05b0-1534-4b53-b35b-b572dd7e5438,74,Non-binary,North Allisonmouth,Medium,286.69,Monthly,2020-08-12,Online,Major donor,Auction
1e126055-4bdc-481c-8292-2df1f1599467,64,Female,Thomasmouth,Low,147.41,Monthly,2020-10-28,Events,Major donor,Gala
f7f8d98a-0802-40d4-b8fd-92f2f18ab1a7,72,Male,Dunnfurt,Medium,700.78,Annually,2023-10-30,Mail,Repeat donor,Marathon
b823836c-d90d-4e42-8374-736244d751dd,78,Female,Lake Kimberlybury,Low,478.0,Annually,2024-02-19,Mail,Major donor,Dinner
1e8aed3d-caa1-42d7-b147-02f4cc8eafde,69,Non-binary,New Nicholasberg,Medium,490.51,Quarterly,2020-07-24,Mail,First-time donor,Gala
a8872b9e-7bdc-4d12-9097-d53ce2bc75a9,70,Male,Port Kristina,Low,844.32,Annually,2021-09-04,Online,Major donor,Marathon
cd2fabb0-1479-413f-8a2a-74573a7df26b,19,Non-binary,West Brandon,Medium,70.22,Quarterly,2021-12-14,Online,First-time donor,Dinner
6c3d480c-01fb-4467-a4f9-de5b4bc34759,63,Female,New Shannon,Medium,498.61,Quarterly,2023-11-30,Mail,Repeat donor,Dinner
a88d6e7e-7248-4f43-8bbb-3313f4a19311,64,Female,North Jennifer,Low,618.65,Annually,2023-02-21,Mail,First-time donor,Auction
f11b97ac-9bf4-4cfe-9490-227e7f928a3f,35,Female,North Erikafort,Medium,729.25,Annually,2021-10-02,Mail,First-time donor,Dinner
6e869fda-e354-434f-ae16-462036061757,55,Female,East Robert,High,358.13,Quarterly,2020-04-12,Mail,Repeat donor,Dinner
28ab8578-bbb1-489a-ba91-02bfc49a98b4,41,Female,Port Dana,Low,991.07,Quarterly,2020-12-24,Online,Major donor,Marathon
baa6adfa-5109-4385-beeb-4077554fcfe7,40,Female,North Cynthia,Medium,259.52,Monthly,2021-06-11,Mail,Major donor,Gala
7e9a7426-1ee5-4bf0-8be0-962149870fda,40,Non-binary,Taylorstad,High,549.58,Quarterly,2020-02-15,Events,Major donor,Marathon
b9d0144b-339c-4d04-9631-688d52eaf900,72,Female,West Melinda,Low,513.07,Quarterly,2023-08-02,Mail,Repeat donor,Marathon
b9d7a598-0dc6-4320-be41-0f6c1446f769,53,Non-binary,West Andrew,Low,715.49,Monthly,2023-06-10,Events,First-time donor,Dinner
0dfdf6e3-8fa1-41f6-876a-d6e44e3f6196,53,Female,New Joelmouth,Low,797.22,Annually,2022-12-07,Mail,Repeat donor,Dinner
d68be758-ac61-43c2-8e3e-7982739a304b,76,Male,Mannland,High,343.77,Monthly,2020-12-06,Events,Repeat donor,Auction
29b3b962-0028-4f2c-8ab3-e8ff23f48e78,47,Female,Peterfort,Low,638.35,Annually,2023-03-03,Online,Major donor,Dinner
c3caebbc-f873-44d8-a768-412c9fd08564,30,Non-binary,North Luis,High,264.58,Annually,2024-01-15,Mail,Major donor,Dinner
7ec8a353-c422-4a16-96c6-cfd4723c8e87,67,Male,Port Lauramouth,High,662.76,Annually,2021-07-25,Online,Major donor,Gala
653e34a5-102d-4084-8f57-3bba0c52b32c,33,Male,Port Cassandra,High,903.34,Monthly,2021-10-01,Online,Major donor,Marathon
d9b80527-773f-4f7a-a0e7-2782fd089fa7,41,Non-binary,New Andreaton,Low,581.96,Monthly,2022-06-10,Events,Repeat donor,Dinner
bfbf3118-e396-407c-ad5a-6691394881de,29,Female,Wardville,High,740.54,Annually,2024-06-18,Events,Repeat donor,Dinner
833423af-1b19-4786-bd2b-6a8dfd152480,76,Non-binary,Samanthachester,Medium,334.98,Annually,2021-12-23,Online,Repeat donor,Gala
14eff049-d667-467d-9baa-dc112c04d02b,22,Male,Garciahaven,High,279.05,Quarterly,2021-01-10,Online,Major donor,Gala
558ae03a-e47f-400a-a20d-3049f13d4fc6,39,Male,Jonesfurt,Low,491.02,Quarterly,2021-05-17,Events,Repeat donor,Auction
09fab1d7-2f45-4ad7-8b7d-52463c743e6f,22,Non-binary,Hicksside,Medium,470.73,Annually,2020-04-28,Mail,First-time donor,Dinner
6d691bac-4131-4daa-83a3-0883d9cd2ad0,26,Female,East Tyler,High,942.9,Quarterly,2023-11-20,Online,First-time donor,Dinner
d22f8e03-2b0b-4ba7-85b0-1b4346ffb3f2,73,Non-binary,Andersonside,Medium,981.79,Quarterly,2023-02-04,Online,Repeat donor,Marathon
0869232d-d73d-4954-84dc-8d1c605ab201,60,Female,New Jennifer,Low,445.21,Quarterly,2020-05-20,Mail,Repeat donor,Gala
ff0bdb60-31c0-4088-bf92-15ed0887e6e2,21,Female,Nathanbury,Medium,745.31,Quarterly,2022-11-11,Mail,First-time donor,Auction
2989ec6f-adde-4f16-b68e-2baffc043494,28,Male,Catherinefurt,Low,827.99,Quarterly,2023-08-09,Events,First-time donor,Gala
caf331c5-0436-4cee-a9bb-9c5d4093a04f,22,Non-binary,Robertsburgh,Low,225.43,Monthly,2023-02-21,Online,Major donor,Dinner
9e0d8969-1430-4650-9fb3-cb7c058dffc2,76,Male,Galvanchester,High,897.32,Annually,2022-08-31,Mail,Repeat donor,Auction
2d2624a7-8ecc-49fa-82ac-2eeda306dbe3,75,Male,Port Monica,High,216.06,Monthly,2022-06-13,Events,First-time donor,Auction
e84aac3b-1a30-43d8-89d3-f1ec8708dfab,37,Non-binary,Longborough,Medium,431.58,Monthly,2021-08-16,Events,First-time donor,Marathon
fdf537c3-c5c1-4908-9d54-adacfd20b14a,18,Female,East Samanthachester,High,399.89,Monthly,2021-05-16,Events,Major donor,Dinner
454d6db8-bbbb-4c0f-9ae6-b6c483295ad3,59,Male,Manuelmouth,Low,466.81,Quarterly,2021-11-29,Mail,First-time donor,Auction
d7591608-61ca-4211-bf17-0662ac006fca,79,Female,West Brandonside,High,439.0,Annually,2022-04-07,Online,Repeat donor,Gala
26feddc9-b088-4fdd-8c9d-cf9d5b375bca,49,Female,North Karen,High,205.81,Annually,2020-03-31,Events,Major donor,Dinner
3a83e02b-2c49-4cca-8690-cdf3c0402372,18,Non-binary,Lake Monica,High,310.45,Monthly,2023-06-21,Online,First-time donor,Marathon
d52a5380-252d-4260-b778-c6230b35c686,53,Female,East Michelle,High,72.48,Quarterly,2021-02-25,Online,First-time donor,Dinner
21cb6d7d-3627-473f-ae21-6f1e473cdf11,76,Non-binary,Port Theresaside,Low,408.31,Annually,2020-09-23,Online,Repeat donor,Dinner
1682abaf-763c-4ea5-bf63-d360cd2558f4,73,Female,Goldenburgh,High,641.37,Monthly,2020-08-09,Events,Major donor,Auction
11f45c80-274b-484f-b1b2-08fcef0da29c,54,Non-binary,North Jessicaberg,Low,897.18,Annually,2021-03-14,Online,First-time donor,Gala
b86de809-8f9a-400e-bf34-24496a21aec2,73,Non-binary,Shawburgh,Low,427.79,Quarterly,2024-01-01,Events,Repeat donor,Auction
1284d6cb-b446-4fba-a9a1-a8ec1f287082,24,Non-binary,Sarahaven,Medium,762.06,Annually,2021-10-12,Online,First-time donor,Gala
9d0e7aae-7c9b-4b23-bce4-11f6bf2fa648,41,Female,Romeroshire,Low,917.82,Quarterly,2021-12-07,Mail,Major donor,Marathon
69ba9745-a532-4df6-a9ca-7088850e5fa1,52,Male,Lake Kathymouth,Medium,585.92,Annually,2022-06-07,Online,Major donor,Marathon
6bbec18f-4c3d-4e30-b7b5-b6eeea86ddb0,60,Female,Port Hannah,Medium,991.74,Annually,2022-10-30,Mail,Major donor,Marathon
201adf2b-b3a8-49d9-a69c-78a297a973a0,54,Non-binary,Davisborough,Low,618.82,Annually,2022-09-24,Online,Major donor,Marathon
a76acaa4-b609-41e6-ab45-1f9a2256bc28,63,Male,Port Robin,High,830.81,Quarterly,2020-02-02,Online,Major donor,Marathon
74669526-7d31-4b09-9431-9d2c80dc81c6,22,Female,Frankmouth,Medium,873.35,Quarterly,2021-05-12,Mail,Major donor,Dinner
b8e52085-3340-4a68-b5a2-d1dfc67e6446,39,Non-binary,Jonesport,High,789.96,Quarterly,2021-08-12,Online,Repeat donor,Marathon
a58e8ec9-33e2-4142-8e31-2c083eb17c21,76,Non-binary,Zacharyborough,Medium,822.86,Annually,2020-02-19,Online,Repeat donor,Marathon
78b697b8-7745-4a4d-9b88-7a294ee95384,46,Male,South Mary,Low,177.47,Monthly,2020-11-18,Online,Major donor,Dinner
bbb76c59-6272-4fec-959a-f84b7a79b7e5,30,Non-binary,Patrickmouth,Medium,824.39,Quarterly,2020-04-20,Mail,Major donor,Gala
eac55861-64dd-4391-942a-2a8ceb243bd8,21,Non-binary,New Seanberg,Low,192.08,Annually,2021-11-06,Online,First-time donor,Dinner
50b4f45e-62e4-44ec-872f-08ebb0db93d2,77,Non-binary,Estradamouth,Medium,507.37,Quarterly,2022-04-30,Online,Major donor,Gala
28466299-4df9-4d53-a81d-b808be3a4e1e,72,Female,Stanleyshire,Low,404.13,Monthly,2020-04-14,Events,Major donor,Marathon
9be3b117-2b8a-4df8-bd01-284982d9648e,68,Non-binary,Port Carrie,High,399.72,Monthly,2020-09-28,Events,First-time donor,Gala
ad61ab25-88cc-4631-b675-98885ade7ff0,38,Female,Kristinland,High,712.32,Annually,2024-05-17,Events,First-time donor,Auction
156451fa-44ca-4f61-99a5-0a345c66bdc0,19,Male,Reedhaven,High,16.72,Monthly,2024-01-10,Events,Repeat donor,Gala
cb52b162-9c3a-4197-9b95-a50248a115bd,26,Female,Hugheston,Low,431.92,Annually,2023-03-30,Online,Repeat donor,Gala
2816ebd7-d7dc-4596-915b-6b58cb61b436,49,Female,Hardymouth,Low,864.29,Annually,2021-10-06,Mail,Repeat donor,Dinner
47d770bf-103e-4231-b35c-46fffd6b72b5,38,Male,Port Hannahstad,High,345.96,Monthly,2023-02-08,Mail,First-time donor,Marathon
7c655d53-b57d-4440-a495-84ab7f208c29,52,Male,New Brianview,Low,708.32,Monthly,2021-08-11,Online,First-time donor,Gala
e9ade3f0-af41-4d34-b590-c25ce044ddf2,36,Male,Danielfurt,Medium,851.22,Annually,2021-05-10,Events,Repeat donor,Dinner
5ae3528d-e4be-4c81-a844-b152979364e7,46,Male,Ashleyburgh,Low,545.67,Annually,2021-04-06,Events,Major donor,Marathon
65863351-bce0-4029-a67e-0f7b04215467,38,Female,North Darlenemouth,High,437.44,Monthly,2023-06-01,Online,First-time donor,Marathon
d6e95eb6-a484-4a72-be9d-001da686436c,66,Female,Jefferytown,High,334.07,Monthly,2021-07-03,Mail,Repeat donor,Auction
59de7e3e-00e8-4463-8665-2aa25aa1745a,34,Male,Carpenterborough,Low,937.53,Annually,2020-01-29,Events,First-time donor,Gala
626d62ea-4fe1-4b50-b806-9896ddd37fd1,35,Male,New Eugene,Medium,47.26,Annually,2021-01-21,Online,First-time donor,Gala
4c877d95-a6e2-4756-97e7-89e368527aa6,80,Male,Joelborough,High,984.34,Monthly,2020-09-06,Mail,Repeat donor,Gala
e5c2a519-b676-4b8f-a5ff-37f01eff54fc,44,Male,Port Linda,Medium,234.62,Annually,2021-08-10,Mail,Repeat donor,Gala
720c174e-0bce-4f84-a854-f4686b61b922,29,Non-binary,Dustinberg,Low,103.54,Annually,2020-09-24,Mail,First-time donor,Auction
bab672e8-a881-4998-8ab0-7d6124fb6085,28,Non-binary,Sarahchester,High,666.39,Quarterly,2021-02-10,Mail,Repeat donor,Gala
df4047c6-f266-4d09-a47d-e40170a05719,24,Non-binary,Meltonmouth,High,431.82,Monthly,2022-04-16,Events,First-time donor,Dinner
fcd2c3b3-4deb-488c-a1a1-fc07677e40bf,22,Non-binary,Clairetown,Low,792.19,Annually,2022-12-29,Online,First-time donor,Gala
e01b0b42-1aff-4470-ac6a-9296c44cf0f4,67,Non-binary,East Williamtown,High,665.03,Quarterly,2023-02-01,Mail,Major donor,Gala
92e7b14b-8d71-495a-835b-50f2de4d24cc,68,Male,Boydmouth,Medium,511.75,Monthly,2022-03-27,Mail,First-time donor,Gala
08730bab-ba15-4bee-8467-25b335b459aa,35,Male,Dustinborough,Medium,978.61,Quarterly,2022-08-21,Online,Major donor,Marathon
b11d0ae9-a5ad-444f-8d9d-c5dd22e8da5b,55,Non-binary,Port Patricia,Medium,767.12,Annually,2023-01-25,Events,Major donor,Dinner
b08a4d8c-4299-46ef-916b-131317cd6c82,54,Male,Heidimouth,High,291.67,Monthly,2023-09-21,Mail,First-time donor,Dinner
a6cbcf6e-82ed-47a3-94c6-0228d43b7d3e,78,Non-binary,Port Justinside,Low,710.59,Annually,2023-05-03,Events,Major donor,Gala
674d0af5-3e57-45e9-88f9-a1597e4e4ad1,78,Male,Crawfordton,Low,261.71,Monthly,2021-08-25,Events,Major donor,Auction
dcfe0a64-3b62-4489-80cf-02480b7c0e0c,29,Non-binary,East Sheila,Low,113.4,Monthly,2024-03-10,Events,First-time donor,Dinner
5b103d51-9296-47fb-acbd-9c58175f36d6,73,Female,Arielstad,High,72.07,Annually,2021-05-13,Events,First-time donor,Gala
16504681-abce-4477-8144-0acc63d922f0,57,Male,New Kelly,High,401.25,Quarterly,2021-08-09,Online,Repeat donor,Marathon
18f1bd26-d854-41de-bdde-79a7919ffecb,25,Female,Nataliechester,High,594.76,Monthly,2023-08-28,Mail,Major donor,Dinner
9e692170-485a-4cac-856d-39e043f85f28,79,Male,Martinfort,Medium,378.91,Quarterly,2022-05-03,Online,Repeat donor,Gala
90269e8f-6812-4dcc-93db-1585e8781245,66,Male,Port Carlosborough,Medium,486.59,Quarterly,2023-11-05,Events,Repeat donor,Auction
46835690-17a1-412a-acd8-d15d248bfb2c,34,Non-binary,Wilsonhaven,High,514.97,Monthly,2020-03-26,Online,Major donor,Dinner
9eef3f21-b3a0-4973-a5ee-da2f925481d3,26,Male,Lake Natalie,Medium,632.29,Annually,2021-12-16,Mail,Repeat donor,Gala
55a3eb8e-944b-45d5-8985-6981bc8c9a69,32,Male,South Jamesview,Medium,190.58,Monthly,2024-04-02,Events,Major donor,Auction
3cae4ff5-089a-4aa4-97ff-06d304a9170b,37,Male,East Richard,High,920.62,Quarterly,2021-12-07,Online,Major donor,Marathon
0d2ba54d-42ba-4269-b2d9-60d7c4a1ad7d,78,Male,Lake Jessica,Medium,132.37,Quarterly,2023-07-19,Events,Major donor,Gala
11c6ff06-9a77-417d-9808-43aefe2420d4,38,Male,Port Geraldbury,Low,651.04,Annually,2022-12-13,Events,First-time donor,Marathon
5b863243-c8be-4d58-818a-48a6c95d84c2,66,Non-binary,Michellefort,High,251.64,Monthly,2022-10-24,Mail,Major donor,Dinner
0fc16c8d-1b36-4f0f-a956-3116fcc6ae65,56,Female,Lake Amandaton,Medium,710.17,Monthly,2020-07-05,Events,Major donor,Marathon
4961f73b-7c43-4596-ba66-830f29085d48,72,Non-binary,Port Joshuamouth,High,396.68,Quarterly,2020-03-20,Mail,Major donor,Gala
3c302ac7-8147-4b56-a0d2-ff1f9c983a83,58,Female,Aguirreborough,Low,703.42,Annually,2021-08-14,Online,Major donor,Marathon
752c9f49-dbd0-4843-b209-e23a4b762456,69,Male,New Howardshire,Low,896.87,Monthly,2020-05-24,Mail,Major donor,Gala
f762538f-b1ed-4a29-a43f-e999619aad1e,71,Non-binary,Sydneyfurt,Low,25.84,Annually,2023-03-16,Online,Major donor,Gala
91daebd5-6cb6-4afa-a919-c3635fcea48b,79,Non-binary,Parkstown,High,274.87,Monthly,2020-11-18,Online,First-time donor,Marathon
1e456f2b-6b70-4d65-8333-68d8b59dbf9a,20,Male,Williamberg,Medium,544.53,Annually,2020-04-28,Mail,Major donor,Auction
6b1dc99c-cc76-401d-81ef-27266193c5a4,71,Female,Matthewside,High,337.98,Monthly,2020-09-03,Online,Major donor,Dinner
a7540d61-9129-49dd-b5a3-4446dfaecc2a,73,Male,Lake Michaelland,High,730.7,Annually,2020-03-10,Mail,Major donor,Auction
